Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,0
Conversion Gain:,2048
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,2096
Lower Discriminator:,62
Calibration Coefficients:Elapsed Real Time:,195.42
Elapsed Live Time:,181.94
Start Time:,abril 25, 2023, 12:52:16
End Time:,abril 25, 2023, 12:56:10
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
328,,298
329,,276
330,,279
331,,278
332,,262
333,,260
334,,277
335,,281
336,,281
337,,265
338,,250
339,,282
340,,307
341,,286
342,,285
343,,312
344,,280
345,,286
346,,327
347,,310
348,,346
349,,353
350,,377
351,,370
352,,384
353,,370
354,,433
355,,474
356,,491
357,,565
358,,563
359,,644
360,,655
361,,714
362,,725
363,,831
364,,841
365,,969
366,,1022
367,,1141
368,,1183
369,,1298
370,,1394
371,,1488
372,,1726
373,,1714
374,,1892
375,,1877
376,,2159
377,,2368
378,,2441
379,,2545
380,,2759
381,,2977
382,,3077
383,,3257
384,,3472
385,,3559
386,,3823
387,,3989
388,,3979
389,,4380
390,,4354
391,,4595
392,,4756
393,,4851
394,,5040
395,,5075
396,,5219
397,,5268
398,,5409
399,,5442
400,,5720
401,,5651
402,,5707
403,,5878
404,,5910
405,,5775
406,,5781
407,,5732
408,,5566
409,,5540
410,,5274
411,,5297
412,,5265
413,,5107
414,,5054
415,,4783
416,,4595
417,,4639
418,,4299
419,,4260
420,,4015
421,,3942
422,,3695
423,,3533
424,,3420
425,,3141
426,,3083
427,,2793
428,,2611
429,,2555
430,,2391
431,,2200
432,,2026
433,,1860
434,,1782
435,,1742
436,,1576
437,,1404
438,,1282
439,,1240
440,,1057
441,,1016
442,,917
443,,782
444,,795
445,,674
446,,633
447,,564
448,,526
449,,523
450,,457
451,,418
452,,383
453,,342
454,,317
455,,272
456,,241
457,,245
458,,224
459,,210
460,,178
461,,155
462,,142
463,,130
464,,116
465,,120
466,,125
467,,98
468,,110
469,,105
470,,109
471,,101
472,,93
473,,76
474,,73
475,,93
476,,67
477,,71
478,,65
479,,60
480,,65
481,,70
482,,63
483,,57
484,,69
485,,59
486,,61
487,,61
488,,53
489,,51
490,,55
491,,50
492,,67
493,,48
494,,65
495,,55
496,,69
497,,55
498,,67
499,,59
500,,60
501,,71
502,,63
503,,44
504,,63
505,,51
506,,47
507,,63
508,,41
509,,51
510,,40
511,,39
512,,53
513,,49
514,,55
515,,47
516,,62
517,,50
518,,48
519,,43
520,,41
521,,46
522,,40
523,,47
524,,48
525,,39
526,,51
527,,38
528,,53
529,,40
530,,46
531,,40
532,,50
533,,40
534,,48
535,,39
536,,35
537,,44
538,,37
539,,38
540,,41
541,,50
542,,38
543,,36
544,,36
545,,39
546,,46
547,,38
548,,33
549,,48
550,,35
551,,34
552,,44
553,,44
554,,36
555,,41
556,,40
557,,36
558,,45
559,,42
560,,32
561,,31
562,,25
563,,35
564,,30
565,,32
566,,33
567,,38
568,,41
569,,38
570,,35
571,,32
572,,37
573,,34
574,,30
575,,28
576,,30
577,,32
578,,34
579,,25
580,,32
581,,41
582,,33
583,,30
584,,30
585,,30
586,,39
587,,28
588,,26
589,,28
590,,29
591,,27
592,,18
593,,26
594,,26
595,,33
596,,28
597,,22
598,,30
599,,25
600,,31
601,,28
602,,22
603,,17
604,,27
605,,20
606,,25
607,,33
608,,25
609,,35
610,,24
611,,24
612,,25
613,,21
614,,20
615,,28
616,,17
617,,29
618,,19
619,,23
620,,18
621,,25
622,,27
623,,21
624,,23
625,,28
626,,18
627,,30
628,,22
629,,25
630,,20
631,,18
632,,23
633,,17
634,,13
635,,15
636,,27
637,,27
638,,24
639,,22
640,,26
641,,19
642,,12
643,,19
644,,22
645,,17
646,,18
647,,12
648,,19
649,,25
650,,14
651,,16
652,,18
653,,22
654,,25
655,,19
656,,22
657,,25
658,,13
659,,20
660,,11
661,,15
662,,24
663,,20
664,,16
665,,14
666,,16
667,,22
668,,19
669,,21
670,,12
671,,16
672,,22
673,,20
674,,12
675,,12
676,,12
677,,14
678,,14
679,,16
680,,14
681,,16
682,,16
683,,9
684,,18
685,,16
686,,21
687,,11
688,,12
689,,16
690,,17
691,,22
692,,15
693,,10
694,,12
695,,14
696,,7
697,,8
698,,16
699,,11
700,,12
701,,12
702,,12
703,,6
704,,9
705,,11
706,,12
707,,9
708,,15
709,,10
710,,14
711,,8
712,,7
713,,9
714,,15
715,,8
716,,10
717,,4
718,,5
719,,14
720,,13
721,,11
722,,6
723,,11
724,,9
725,,6
726,,14
727,,3
728,,9
729,,7
730,,7
731,,9
732,,12
733,,6
734,,7
735,,4
736,,8
737,,10
738,,12
739,,8
740,,6
741,,2
742,,10
743,,13
744,,8
745,,9
746,,6
747,,15
748,,9
749,,7
750,,9
751,,8
752,,8
753,,5
754,,9
755,,5
756,,9
757,,10
758,,9
759,,10
760,,7
761,,16
762,,14
763,,6
764,,10
765,,11
766,,7
767,,5
768,,10
769,,8
770,,5
771,,9
772,,6
773,,6
774,,9
775,,7
776,,9
777,,10
778,,9
779,,13
780,,8
781,,9
782,,10
783,,2
784,,10
785,,13
786,,16
787,,13
788,,14
789,,12
790,,12
791,,8
792,,8
793,,7
794,,12
795,,7
796,,14
797,,9
798,,11
799,,11
800,,7
801,,11
802,,6
803,,16
804,,16
805,,8
806,,11
807,,13
808,,16
809,,10
810,,13
811,,9
812,,15
813,,10
814,,8
815,,12
816,,8
817,,14
818,,10
819,,9
820,,11
821,,7
822,,11
823,,13
824,,14
825,,11
826,,7
827,,6
828,,11
829,,8
830,,10
831,,10
832,,12
833,,11
834,,12
835,,10
836,,8
837,,12
838,,9
839,,11
840,,11
841,,7
842,,6
843,,3
844,,5
845,,12
846,,11
847,,7
848,,6
849,,6
850,,5
851,,8
852,,4
853,,10
854,,11
855,,5
856,,4
857,,7
858,,5
859,,5
860,,8
861,,2
862,,1
863,,4
864,,1
865,,3
866,,0
867,,2
868,,3
869,,3
870,,7
871,,1
872,,4
873,,1
874,,3
875,,2
876,,1
877,,2
878,,1
879,,1
880,,1
881,,1
882,,1
883,,0
884,,1
885,,1
886,,1
887,,0
888,,0
889,,3
890,,3
891,,1
892,,1
893,,1
894,,1
895,,0
896,,0
897,,1
898,,0
899,,0
900,,0
901,,1
902,,0
903,,1
904,,2
905,,1
906,,0
907,,2
908,,3
909,,1
910,,1
911,,0
912,,1
913,,0
914,,1
915,,0
916,,0
917,,0
918,,0
919,,2
920,,0
921,,1
922,,1
923,,0
924,,2
925,,1
926,,1
927,,0
928,,0
929,,1
930,,0
931,,0
932,,0
933,,0
934,,1
935,,0
936,,0
937,,2
938,,2
939,,0
940,,0
941,,0
942,,0
943,,1
944,,1
945,,1
946,,1
947,,1
948,,0
949,,1
950,,0
951,,0
952,,0
953,,0
954,,0
955,,0
956,,0
957,,1
958,,0
959,,0
960,,0
961,,1
962,,1
963,,0
964,,0
965,,0
966,,1
967,,0
968,,0
969,,1
970,,1
971,,0
972,,0
973,,0
974,,0
975,,0
976,,1
977,,0
978,,2
979,,0
980,,1
981,,0
982,,0
983,,0
984,,0
985,,0
986,,0
987,,1
988,,0
989,,0
990,,0
991,,0
992,,1
993,,0
994,,0
995,,1
996,,0
997,,0
998,,0
999,,0
1000,,0
1001,,0
1002,,0
1003,,0
1004,,0
1005,,0
1006,,0
1007,,0
1008,,0
1009,,1
1010,,1
1011,,0
1012,,0
1013,,0
1014,,1
1015,,0
1016,,0
1017,,0
1018,,1
1019,,0
1020,,0
1021,,0
1022,,0
1023,,0
1024,,0
1025,,0
1026,,0
1027,,0
1028,,2
1029,,0
1030,,0
1031,,0
1032,,0
1033,,0
1034,,1
1035,,0
1036,,0
1037,,0
1038,,0
1039,,0
1040,,1
1041,,0
1042,,0
1043,,0
1044,,0
1045,,0
1046,,0
1047,,0
1048,,1
1049,,0
1050,,0
1051,,0
1052,,0
1053,,0
1054,,0
1055,,0
1056,,0
1057,,1
1058,,0
1059,,1
1060,,0
1061,,0
1062,,0
1063,,0
1064,,0
1065,,0
1066,,0
1067,,0
1068,,0
1069,,0
1070,,0
1071,,0
1072,,0
1073,,0
1074,,0
1075,,0
1076,,0
1077,,0
1078,,0
1079,,0
1080,,0
1081,,2
1082,,1
1083,,0
1084,,0
1085,,0
1086,,0
1087,,0
1088,,2
1089,,0
1090,,0
1091,,0
1092,,0
1093,,0
1094,,0
1095,,0
1096,,0
1097,,0
1098,,0
1099,,0
1100,,0
1101,,0
1102,,0
1103,,0
1104,,0
1105,,0
1106,,0
1107,,0
1108,,0
1109,,0
1110,,0
1111,,0
1112,,0
1113,,1
1114,,0
1115,,0
1116,,0
1117,,0
1118,,0
1119,,0
1120,,0
1121,,0
1122,,0
1123,,0
1124,,0
1125,,0
1126,,0
1127,,0
1128,,1
1129,,0
1130,,0
1131,,0
1132,,0
1133,,0
1134,,0
1135,,0
1136,,0
1137,,0
1138,,0
1139,,0
1140,,0
1141,,0
1142,,0
1143,,0
1144,,0
1145,,0
1146,,0
1147,,0
1148,,0
1149,,0
1150,,0
1151,,1
1152,,0
1153,,0
1154,,0
1155,,0
1156,,0
1157,,0
1158,,0
1159,,0
1160,,0
1161,,0
1162,,1
1163,,0
1164,,0
1165,,0
1166,,0
1167,,0
1168,,0
1169,,0
1170,,0
1171,,0
1172,,1
1173,,1
1174,,0
1175,,0
1176,,0
1177,,0
1178,,0
1179,,0
1180,,0
1181,,0
1182,,0
1183,,0
1184,,0
1185,,0
1186,,0
1187,,0
1188,,0
1189,,0
1190,,0
1191,,0
1192,,0
1193,,0
1194,,0
1195,,0
1196,,0
1197,,0
1198,,0
1199,,0
1200,,0
1201,,0
1202,,0
1203,,0
1204,,0
1205,,0
1206,,0
1207,,0
1208,,0
1209,,0
1210,,0
1211,,0
1212,,0
1213,,1
1214,,0
1215,,0
1216,,0
1217,,0
1218,,0
1219,,0
1220,,0
1221,,0
1222,,0
1223,,0
1224,,0
1225,,1
1226,,0
1227,,0
1228,,0
1229,,0
1230,,0
1231,,0
1232,,0
1233,,0
1234,,0
1235,,0
1236,,0
1237,,0
1238,,0
1239,,0
1240,,0
1241,,0
1242,,0
1243,,0
1244,,0
1245,,0
1246,,0
1247,,0
1248,,0
1249,,0
1250,,0
1251,,0
1252,,0
1253,,0
1254,,0
1255,,0
1256,,0
1257,,0
1258,,0
1259,,0
1260,,0
1261,,0
1262,,0
1263,,1
1264,,0
1265,,0
1266,,0
1267,,0
1268,,0
1269,,0
1270,,0
1271,,0
1272,,0
1273,,0
1274,,0
1275,,0
1276,,0
1277,,0
1278,,0
1279,,0
1280,,0
1281,,0
1282,,0
1283,,0
1284,,0
1285,,0
1286,,0
1287,,0
1288,,0
1289,,0
1290,,0
1291,,0
1292,,0
1293,,0
1294,,0
1295,,0
1296,,0
1297,,0
1298,,0
1299,,0
1300,,0
1301,,0
1302,,0
1303,,0
1304,,0
1305,,0
1306,,0
1307,,0
1308,,0
1309,,0
1310,,1
1311,,0
1312,,0
1313,,0
1314,,0
1315,,0
1316,,0
1317,,1
1318,,0
1319,,0
1320,,0
1321,,0
1322,,0
1323,,0
1324,,0
1325,,0
1326,,1
1327,,0
1328,,0
1329,,0
1330,,0
1331,,0
1332,,0
1333,,0
1334,,0
1335,,0
1336,,0
1337,,0
1338,,0
1339,,0
1340,,0
1341,,0
1342,,0
1343,,0
1344,,0
1345,,0
1346,,0
1347,,0
1348,,0
1349,,0
1350,,0
1351,,0
1352,,0
1353,,0
1354,,0
1355,,0
1356,,0
1357,,0
1358,,0
1359,,0
1360,,0
1361,,0
1362,,0
1363,,0
1364,,0
1365,,0
1366,,0
1367,,0
1368,,0
1369,,1
1370,,0
1371,,0
1372,,0
1373,,0
1374,,0
1375,,0
1376,,0
1377,,0
1378,,0
1379,,0
1380,,0
1381,,0
1382,,0
1383,,0
1384,,0
1385,,0
1386,,0
1387,,0
1388,,0
1389,,0
1390,,0
1391,,0
1392,,0
1393,,0
1394,,0
1395,,0
1396,,0
1397,,0
1398,,0
1399,,0
1400,,0
1401,,0
1402,,0
1403,,0
1404,,0
1405,,0
1406,,0
1407,,0
1408,,0
1409,,0
1410,,0
1411,,0
1412,,0
1413,,0
1414,,0
1415,,0
1416,,0
1417,,0
1418,,1
1419,,0
1420,,0
1421,,0
1422,,0
1423,,0
1424,,0
1425,,0
1426,,0
1427,,0
1428,,0
1429,,0
1430,,0
1431,,0
1432,,0
1433,,0
1434,,0
1435,,0
1436,,0
1437,,0
1438,,0
1439,,0
1440,,0
1441,,0
1442,,0
1443,,0
1444,,0
1445,,1
1446,,0
1447,,0
1448,,0
1449,,0
1450,,0
1451,,0
1452,,0
1453,,0
1454,,0
1455,,0
1456,,0
1457,,0
1458,,1
1459,,0
1460,,0
1461,,0
1462,,0
1463,,0
1464,,0
1465,,0
1466,,0
1467,,0
1468,,0
1469,,0
1470,,1
1471,,0
1472,,0
1473,,0
1474,,0
1475,,0
1476,,0
1477,,0
1478,,0
1479,,0
1480,,1
1481,,0
1482,,0
1483,,0
1484,,0
1485,,0
1486,,0
1487,,0
1488,,0
1489,,0
1490,,0
1491,,0
1492,,0
1493,,0
1494,,0
1495,,0
1496,,0
1497,,0
1498,,1
1499,,0
1500,,0
1501,,0
1502,,0
1503,,0
1504,,0
1505,,0
1506,,0
1507,,0
1508,,0
1509,,0
1510,,0
1511,,0
1512,,1
1513,,0
1514,,0
1515,,0
1516,,0
1517,,0
1518,,0
1519,,0
1520,,0
1521,,0
1522,,0
1523,,0
1524,,0
1525,,0
1526,,0
1527,,0
1528,,0
1529,,0
1530,,0
1531,,0
1532,,0
1533,,0
1534,,0
1535,,0
1536,,0
1537,,0
1538,,0
1539,,0
1540,,0
1541,,0
1542,,0
1543,,0
1544,,1
1545,,0
1546,,0
1547,,0
1548,,0
1549,,0
1550,,0
1551,,0
1552,,0
1553,,0
1554,,0
1555,,0
1556,,0
1557,,0
1558,,0
1559,,0
1560,,0
1561,,0
1562,,0
1563,,1
1564,,0
1565,,0
1566,,0
1567,,0
1568,,0
1569,,0
1570,,1
1571,,0
1572,,0
1573,,0
1574,,0
1575,,0
1576,,0
1577,,0
1578,,0
1579,,0
1580,,0
1581,,0
1582,,0
1583,,0
1584,,0
1585,,0
1586,,0
1587,,0
1588,,0
1589,,0
1590,,0
1591,,0
1592,,0
1593,,0
1594,,0
1595,,0
1596,,0
1597,,0
1598,,0
1599,,0
1600,,0
1601,,0
1602,,0
1603,,0
1604,,0
1605,,1
1606,,0
1607,,0
1608,,0
1609,,0
1610,,0
1611,,0
1612,,0
1613,,0
1614,,0
1615,,0
1616,,0
1617,,0
1618,,0
1619,,0
1620,,0
1621,,0
1622,,1
1623,,0
1624,,0
1625,,0
1626,,0
1627,,0
1628,,1
1629,,0
1630,,0
1631,,0
1632,,0
1633,,0
1634,,0
1635,,0
1636,,0
1637,,0
1638,,1
1639,,0
1640,,0
1641,,0
1642,,0
1643,,0
1644,,0
1645,,0
1646,,0
1647,,0
1648,,0
1649,,0
1650,,0
1651,,0
1652,,0
1653,,0
1654,,0
1655,,0
1656,,0
1657,,0
1658,,0
1659,,0
1660,,0
1661,,0
1662,,0
1663,,0
1664,,0
1665,,0
1666,,0
1667,,0
1668,,0
1669,,0
1670,,0
1671,,0
1672,,0
1673,,0
1674,,0
1675,,0
1676,,0
1677,,0
1678,,0
1679,,0
1680,,0
1681,,0
1682,,0
1683,,0
1684,,0
1685,,0
1686,,0
1687,,0
1688,,0
1689,,0
1690,,0
1691,,0
1692,,0
1693,,0
1694,,0
1695,,0
1696,,0
1697,,0
1698,,0
1699,,0
1700,,0
1701,,0
1702,,0
1703,,0
1704,,0
1705,,0
1706,,0
1707,,0
1708,,0
1709,,0
1710,,0
1711,,0
1712,,0
1713,,0
1714,,0
1715,,0
1716,,0
1717,,0
1718,,0
1719,,0
1720,,0
1721,,0
1722,,0
1723,,0
1724,,0
1725,,0
1726,,0
1727,,0
1728,,0
1729,,0
1730,,0
1731,,0
1732,,0
1733,,0
1734,,0
1735,,0
1736,,0
1737,,0
1738,,0
1739,,0
1740,,0
1741,,0
1742,,0
1743,,0
1744,,0
1745,,0
1746,,0
1747,,0
1748,,0
1749,,0
1750,,0
1751,,0
1752,,0
1753,,0
1754,,0
1755,,0
1756,,0
1757,,0
1758,,0
1759,,0
1760,,0
1761,,0
1762,,0
1763,,0
1764,,0
1765,,0
1766,,0
1767,,0
1768,,0
1769,,0
1770,,0
1771,,0
1772,,0
1773,,0
1774,,0
1775,,0
1776,,0
1777,,0
1778,,0
1779,,0
1780,,0
1781,,0
1782,,0
1783,,0
1784,,0
1785,,0
1786,,0
1787,,0
1788,,0
1789,,0
1790,,0
1791,,0
1792,,0
1793,,0
1794,,0
1795,,0
1796,,0
1797,,0
1798,,0
1799,,0
1800,,0
1801,,0
1802,,0
1803,,0
1804,,0
1805,,0
1806,,0
1807,,0
1808,,0
1809,,0
1810,,0
1811,,0
1812,,0
1813,,0
1814,,0
1815,,0
1816,,0
1817,,0
1818,,0
1819,,0
1820,,0
1821,,0
1822,,0
1823,,0
1824,,0
1825,,0
1826,,0
1827,,0
1828,,0
1829,,0
1830,,0
1831,,0
1832,,0
1833,,0
1834,,0
1835,,0
1836,,0
1837,,0
1838,,0
1839,,0
1840,,0
1841,,0
1842,,0
1843,,0
1844,,0
1845,,0
1846,,0
1847,,0
1848,,0
1849,,0
1850,,0
1851,,0
1852,,0
1853,,0
1854,,0
1855,,0
1856,,0
1857,,0
1858,,0
1859,,0
1860,,0
1861,,0
1862,,0
1863,,0
1864,,0
1865,,0
1866,,0
1867,,0
1868,,0
1869,,0
1870,,0
1871,,0
1872,,0
1873,,1
1874,,0
1875,,0
1876,,0
1877,,0
1878,,0
1879,,0
1880,,0
1881,,0
1882,,0
1883,,1
1884,,0
1885,,0
1886,,0
1887,,0
1888,,0
1889,,0
1890,,0
1891,,0
1892,,0
1893,,0
1894,,0
1895,,0
1896,,0
1897,,0
1898,,0
1899,,0
1900,,0
1901,,0
1902,,0
1903,,0
1904,,0
1905,,0
1906,,0
1907,,0
1908,,0
1909,,0
1910,,0
1911,,0
1912,,0
1913,,0
1914,,0
1915,,0
1916,,0
1917,,0
1918,,0
1919,,0
1920,,0
1921,,0
1922,,0
1923,,0
1924,,0
1925,,0
1926,,0
1927,,0
1928,,0
1929,,0
1930,,0
1931,,0
1932,,0
1933,,1
1934,,0
1935,,0
1936,,0
1937,,0
1938,,0
1939,,0
1940,,0
1941,,0
1942,,0
1943,,0
1944,,1
1945,,0
1946,,0
1947,,0
1948,,0
1949,,0
1950,,0
1951,,0
1952,,0
1953,,0
1954,,0
1955,,0
1956,,0
1957,,0
1958,,0
1959,,0
1960,,0
1961,,0
1962,,0
1963,,0
1964,,0
1965,,0
1966,,0
1967,,0
1968,,0
1969,,0
1970,,0
1971,,0
1972,,0
1973,,0
1974,,0
1975,,0
1976,,0
1977,,0
1978,,0
1979,,0
1980,,0
1981,,0
1982,,0
1983,,0
1984,,1
1985,,0
1986,,0
1987,,0
1988,,0
1989,,0
1990,,0
1991,,0
1992,,0
1993,,0
1994,,0
1995,,0
1996,,0
1997,,0
1998,,0
1999,,0
2000,,0
2001,,0
2002,,0
2003,,0
2004,,0
2005,,0
2006,,0
2007,,0
2008,,0
2009,,0
2010,,0
2011,,0
2012,,0
2013,,0
2014,,0
2015,,0
2016,,0
2017,,0
2018,,0
2019,,0
2020,,0
2021,,0
2022,,0
2023,,0
2024,,0
2025,,0
2026,,0
2027,,0
2028,,0
2029,,0
2030,,0
2031,,0
2032,,0
2033,,0
2034,,0
2035,,0
2036,,0
2037,,0
2038,,0
2039,,0
2040,,0
2041,,0
2042,,0
2043,,0
2044,,0
2045,,0
2046,,0
2047,,0
